A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A14;Class
a;28;4.361.265.291.353.160;y;g;cc;t;36.103.546.910.136.800;f;578;t;f;98116;1
b;45;29.446.575.954.191.700;u;g;cc;v;4.430.978.902.325.370;t;553;f;f;142226;0
c;42;9.484.533.069.621.560;u;g;cc;t;29.652.216.709.339.200;t;480;t;f;76563;0
b;67;7.636.057.941.597.600;y;g;cc;t;19.576.284.908.891.400;t;808;t;t;117859;0
c;40;14.011.317.576.645.200;y;p;no_cc;v;20.631.092.042.431.100;f;625;f;f;64757;1
c;48;8.684.679.758.979.120;y;g;cc;t;3.478.090.732.484.030;f;656;f;t;146169;1
b;47;4.874.311.982.495.130;y;p;no_cc;v;0.016091318021393408;f;690;f;t;141008;1
c;59;8.945.522.268.940.910;y;p;no_cc;v;30.979.466.872.992.000;t;384;f;f;97475;0
b;52;7.998.552.559.473.150;y;g;cc;t;1.777.465.052.206.780;t;616;f;t;71257;0
b;24;4.252.135.044.692.330;y;g;cc;t;39.709.866.563.854.200;f;511;f;f;115500;1
d;33;0.22469308320117398;y;p;cc;v;0.4649531991156608;t;814;f;t;20307;0
a;43;2.686.773.593.849.460;y;p;no_cc;t;29.410.113.347.419.500;f;683;f;t;76889;1
b;65;5.416.342.146.608.660;u;p;no_cc;v;2.404.864.449.430.610;t;641;t;f;88895;1
a;69;6.334.782.198.261.470;u;g;cc;v;3.211.627.629.526.130;f;337;t;f;115184;1
c;66;2.578.876.854.332.020;y;g;cc;t;0.32426797241484173;t;810;f;t;55944;0
c;19;13.935.607.407.282.400;y;g;cc;v;2.899.918.937.140.650;f;719;t;f;119555;1
b;18;834.930.236.799.299;y;p;no_cc;t;28.074.229.397.976.100;t;468;f;t;58134;0
c;65;984.402.180.703.552;u;g;no_cc;t;28.033.004.720.808.500;f;642;f;f;47323;0
a;29;5.256.901.823.026.850;y;g;cc;v;3.017.438.332.982.270;f;605;t;t;136205;1
a;22;1.716.792.858.483.030;y;p;cc;v;3.382.339.686.131.810;f;841;t;f;91762;1
a;54;27.230.732.651.936.800;y;g;cc;v;4.024.944.998.403.840;t;836;f;f;107225;1
d;49;0.18390676547466733;y;p;cc;v;13.491.036.006.410.700;f;411;t;t;116507;1
d;26;914.298.806.560.499;y;p;no_cc;t;41.252.470.509.003.100;t;710;t;t;45954;0
b;58;11.775.108.289.014.100;u;g;cc;v;2.491.278.411.317.260;t;505;t;t;75021;0
d;52;5.765.164.755.142.530;y;p;no_cc;t;0.3852913956716558;f;484;t;t;109959;1
a;36;274.055.220.687.206;u;g;cc;t;0.292754646219896;f;681;f;f;115927;1
c;65;5.541.780.025.157.930;y;p;no_cc;v;16.711.915.934.803.000;f;795;t;f;99866;1
d;33;6.514.203.883.518.640;y;p;no_cc;v;39.244.848.855.573.300;f;678;f;t;90427;1
d;20;8.297.418.037.072.010;u;g;no_cc;v;35.384.046.737.045.700;f;346;f;t;24992;0
a;37;2.064.212.717.606.030;u;g;no_cc;v;3.943.074.823.362.030;t;827;t;t;21961;0
d;41;0.10995828658480478;u;g;no_cc;v;2.586.345.282.208.040;t;803;f;f;32497;0
d;50;13.688.563.006.880.700;u;g;cc;t;22.009.949.897.774.500;t;321;t;t;137551;0
c;41;900.018.641.848.105;u;p;cc;t;0.7372626335314197;f;512;t;t;52551;0
b;69;8.738.900.775.625.150;y;g;no_cc;v;16.409.637.680.465.500;t;609;t;f;96384;0
a;28;5.974.131.021.703.080;u;g;no_cc;t;21.700.968.308.693.700;f;571;f;f;145374;1
c;66;6.005.168.604.336.530;y;g;cc;t;0.44300214839808616;f;501;f;t;75755;0
b;25;6.650.366.745.462.550;y;p;cc;t;11.030.597.635.560.500;t;331;t;f;33255;0
a;53;1.753.712.786.234.490;u;g;cc;v;2.991.126.470.318.690;t;742;f;f;24567;0
c;55;9.144.119.459.249.590;y;p;cc;t;3.678.315.571.195.940;f;461;f;t;68847;0
a;57;4.187.705.248.920.730;u;p;no_cc;v;4.991.737.556.964.740;f;553;f;t;124817;1
c;37;38.313.852.824.949.700;y;p;cc;t;4.665.566.656.717.780;f;820;f;t;68003;1
d;52;5.189.177.052.828.370;u;p;cc;v;32.128.259.976.759.500;t;779;f;f;40389;0
c;65;0.46965966775055046;u;p;cc;t;210.624.026.647.036;f;309;f;t;64523;0
b;42;1.662.833.687.560.790;u;p;cc;t;31.808.868.235.411.600;f;804;t;f;143802;1
c;52;7.380.336.164.263.700;y;p;no_cc;v;392.825.809.040.116;f;735;t;f;81576;1
b;42;0.8279866792512647;y;p;no_cc;t;0.5916809546169366;f;410;f;f;147342;1
d;46;6.031.521.094.663.880;y;p;no_cc;v;2.049.524.448.481.440;t;452;t;t;63919;0
c;35;24.534.910.968.132.000;u;g;cc;t;4.199.011.428.178.080;t;401;f;f;102103;0
b;63;38.929.561.404.197.600;y;g;no_cc;t;191.916.475.966.522;t;490;t;f;142443;0
a;35;28.869.373.677.069.900;y;p;cc;t;28.593.613.561.359.300;f;380;f;f;23358;0
d;19;35.567.271.646.494.900;u;p;cc;v;2.938.846.804.310.990;t;788;t;t;108535;1
b;52;71.904.590.518.424.500;y;g;no_cc;t;0.9223812656681968;t;387;t;t;127894;0
b;33;29.712.171.562.317.500;u;g;no_cc;t;1.811.177.208.261.440;f;493;f;f;141485;1
b;58;5.664.046.402.968.970;u;g;cc;v;16.725.564.437.096.600;f;403;f;t;96524;1
a;53;4.760.504.021.990.990;u;p;cc;v;0.13098354266032397;f;395;t;t;143416;1
c;50;6.636.711.653.626.480;u;g;cc;v;0.12095881945677622;f;722;t;t;125982;1
a;21;936.829.739.324.758;y;p;cc;t;4.158.485.218.378.860;f;497;t;f;117057;0
a;50;7.325.720.972.102.500;y;g;cc;t;13.653.540.498.640.600;t;300;t;t;25698;0
d;31;2.149.403.785.907.560;u;g;cc;t;25.903.938.311.940.700;f;706;t;f;86809;1
c;38;0.3118313506128467;y;g;cc;t;14.936.278.679.438.600;t;677;t;t;113079;1
a;65;2.622.640.442.998.250;u;p;no_cc;v;4.703.396.225.576.700;t;466;t;t;75805;0
d;37;59.507.793.070.025.400;y;g;cc;v;12.964.837.943.288.600;t;808;t;t;51349;0
b;25;0.5142581348425035;y;p;cc;t;21.482.840.636.946.700;f;612;t;t;96777;1
d;24;4.963.662.472.012.360;y;p;cc;t;43.636.512.524.230.000;t;717;t;t;70248;0
a;20;5.968.428.489.168.890;y;g;no_cc;t;4.209.667.833.959.040;t;776;t;f;95033;1
a;34;33.424.389.081.696.000;u;p;cc;v;0.9305070892313866;f;372;t;t;127411;1
b;50;77.091.220.374.582.100;u;g;no_cc;t;4.013.216.548.978.550;t;440;f;f;118239;0
c;65;1.065.982.531.337.710;u;g;no_cc;t;2.290.934.433.689.460;f;561;t;f;64041;0
b;29;0.7513778173580876;y;g;cc;v;2.414.844.360.426.770;f;639;f;t;51954;1
a;68;7.281.887.562.036.030;u;p;cc;t;0.6673998620797189;t;607;f;t;28002;0
b;39;4.954.913.162.061.980;y;g;cc;v;0.40300756878562327;t;544;f;t;89783;0
a;39;688.402.396.427.736;y;p;cc;t;3.639.696.534.868.820;t;814;f;f;127524;1
d;63;4.348.273.386.037.460;y;g;cc;t;2.482.305.761.776.490;f;636;t;t;107234;1
d;47;2.464.020.332.391.060;u;p;no_cc;t;21.842.535.130.758.900;t;375;f;t;144857;0
c;55;8.191.023.176.741.990;y;g;no_cc;t;36.475.411.432.619.800;f;474;f;t;39738;0
d;55;7.994.158.789.689.790;u;p;cc;t;38.275.644.949.555.400;f;408;t;f;30703;0
a;62;6.946.964.708.544.260;y;p;no_cc;v;0.7945408383467678;t;482;t;t;133776;0
a;68;27.214.513.722.996.200;u;p;cc;v;30.511.257.473.882.000;f;491;t;f;69422;0
a;25;5.902.306.668.690.870;u;p;no_cc;t;0.6767704113884276;t;364;t;t;103106;0
c;44;36.097.389.694.002.600;u;g;no_cc;t;37.568.754.301.452.200;t;773;t;f;81899;1
a;44;0.9158207332663415;y;g;cc;v;32.847.757.813.356.900;f;399;t;t;32392;0
b;51;9.173.135.754.622.420;u;g;cc;v;478.307.310.541.729;f;843;f;t;64724;0
d;38;1.368.186.309.189.610;y;p;no_cc;t;0.3447900817821059;f;427;f;t;52299;0
a;47;9.502.373.538.208.020;y;p;cc;v;0.2852736057562716;f;751;f;t;35641;0
c;50;4.460.057.729.579.550;y;p;cc;v;14.109.353.734.660.000;f;668;f;f;99534;1
a;45;18.513.292.883.861.900;u;g;cc;v;13.085.284.186.795.200;f;342;t;f;26305;0
b;64;5.419.009.473.783.580;u;g;cc;t;1.234.893.995.359.990;f;718;f;t;118262;1
b;50;8.729.458.358.764.080;y;g;no_cc;t;4.531.272.902.605.180;t;787;f;f;38782;0
b;22;7.322.248.864.095.610;y;p;no_cc;v;12.477.309.992.475.300;f;377;f;t;98257;0
d;65;8.065.611.478.614.490;y;g;no_cc;v;1.359.748.630.643.150;t;569;t;f;125299;0
a;36;6.587.833.667.107.170;u;g;cc;v;37.969.913.120.898.100;t;614;t;t;97963;1
b;21;6.922.765.645.178.520;u;g;no_cc;v;22.486.992.122.527;f;467;f;t;132086;1
d;52;8.491.956.515.653.190;u;g;cc;v;3.883.552.784.775.900;f;638;f;t;141987;1
c;66;24.966.800.885.918.500;u;g;no_cc;t;0.3268307878219262;t;492;t;f;40566;0
b;34;4.894.249.636.431.400;y;p;no_cc;v;24.378.559.683.669.200;t;752;f;f;144591;1
a;61;22.120.944.181.960.200;y;g;no_cc;t;0.16806800091641316;f;582;f;f;87766;1
b;45;987.668.007.996.647;y;p;cc;t;0.3132660172767726;f;635;t;t;26511;0
d;47;9.440.593.396.866.130;y;g;no_cc;t;4.532.187.266.722.050;f;689;t;f;134816;1
c;46;0.394268113685059;y;g;no_cc;t;0.6962268555879758;f;824;t;t;127765;1
d;63;7.055.751.725.156.880;y;g;cc;t;26.621.034.113.760.800;f;539;t;t;138360;0
b;23;9.252.483.174.156.650;u;g;no_cc;v;2.055.478.013.003.530;f;782;f;t;46177;0
a;52;18.057.534.512.733.300;u;p;no_cc;v;17.367.166.312.942.100;f;757;f;f;24765;1
b;58;5.679.452.305.526.290;u;p;cc;v;4.499.166.728.436.360;t;388;t;f;40354;0
a;54;9.154.882.975.880.410;u;g;no_cc;v;0.1091169838774475;f;394;f;f;43929;0
c;41;0.3394597858579884;u;p;no_cc;v;33.189.484.308.779.400;t;751;f;f;48820;0
b;46;6.974.202.672.468.390;y;p;no_cc;t;4.816.972.171.067.750;t;727;f;f;131576;1
a;66;29.734.900.737.255.000;y;p;cc;t;280.084.091.730.921;f;450;t;f;49523;0
b;63;9.243.961.953.765.300;y;g;cc;t;4.684.112.310.165.450;t;813;t;t;91088;0
a;48;9.710.582.451.653.670;y;p;no_cc;v;0.26128939643011884;t;675;t;t;86163;0
d;52;9.442.664.891.134.330;u;p;cc;v;2.093.966.595.370.800;f;321;t;t;97525;0
c;50;4.742.142.166.574.630;u;g;cc;t;13.007.889.548.102.500;t;612;t;t;33780;0
c;69;8.620.426.509.893.130;y;p;no_cc;v;36.541.048.249.036.400;f;818;f;f;26589;0
a;38;8.445.493.985.350.700;u;g;no_cc;v;4.906.485.452.486.230;f;505;t;f;54812;0
b;49;31.910.047.324.325.500;u;p;cc;v;1.282.650.312.221.230;t;674;t;t;113664;1
c;40;8.289.154.741.506.770;u;p;cc;v;32.708.730.073.703.700;t;750;t;t;65939;0
d;50;0.3700763471549262;u;g;cc;t;0.9904881637987006;f;478;t;f;71493;0
a;20;596.269.878.482.053;u;p;cc;t;28.266.512.728.580.400;f;509;t;t;124188;1
a;35;23.000.883.728.770.300;u;g;cc;t;2.319.662.433.441.680;t;799;t;t;113326;1
c;42;1.205.668.857.772.780;y;p;no_cc;v;4.860.026.648.157.680;t;763;f;t;60953;0
a;59;0.7695320162920916;y;g;cc;t;3.042.636.363.482.330;f;423;f;f;85785;1
d;48;6.962.887.758.781.390;y;g;no_cc;t;1.747.531.860.434.090;f;412;f;f;39309;0
c;20;33.987.496.376.806.600;y;p;no_cc;v;0.5704789244396669;f;311;f;t;74195;0
d;57;7.247.667.715.287.610;u;g;no_cc;t;0.7562341436746728;f;425;t;t;135662;0
c;63;0.6535634079894237;u;p;no_cc;v;11.265.846.497.561.700;t;630;t;t;45901;0
c;41;3.152.903.378.306.100;u;g;no_cc;t;125.483.330.670.149;f;582;t;t;43576;0
b;67;5.394.912.923.753.370;u;g;no_cc;v;4.253.080.289.205.680;t;439;t;t;51508;0
c;49;7.907.231.648.389.630;y;p;cc;t;28.061.139.414.126.200;t;700;f;t;94711;0
a;64;3.187.525.029.320.690;u;p;no_cc;t;2.616.954.556.871.830;t;396;t;f;45464;0
a;39;62.589.137.643.700.900;y;p;no_cc;v;0.5738443593460874;f;816;f;f;80281;1
c;40;885.977.748.236.187;u;g;cc;v;4.300.698.466.747.170;t;368;t;t;36260;0
a;19;6.158.631.881.823.040;u;p;no_cc;v;36.140.715.160.424.100;f;417;f;t;144997;1
d;44;2.329.594.747.536.330;u;g;cc;v;0.3383418095000079;f;358;t;f;55440;0
a;59;0.2440078155653802;u;g;no_cc;t;3.539.175.486.148.840;t;332;f;t;115082;0
a;19;8.700.988.739.009.290;y;g;cc;v;27.176.910.867.132.300;t;617;t;t;125583;0
a;43;0.21269410850387138;u;g;no_cc;t;0.4086267287338913;f;349;t;f;76683;0
c;34;8.747.016.726.841.990;u;g;cc;v;2.291.503.207.643.280;f;788;t;t;144206;1
a;57;528.937.134.027.212;u;p;cc;v;24.234.814.356.502.300;t;318;t;f;61430;0
a;50;9.390.676.985.128.960;u;p;cc;v;0.8288727008163788;t;496;t;t;21987;0
a;26;7.987.832.357.736.650;y;p;no_cc;t;4.728.490.735.001.410;f;749;f;t;134778;1
a;60;9.979.341.105.333.370;u;p;no_cc;t;424.987.685.740.331;t;751;t;f;45105;0
d;65;35.071.181.545.171.000;u;p;cc;v;33.451.116.866.455.400;t;588;f;f;98484;0
a;56;7.671.882.889.311.260;y;p;cc;v;2.311.477.805.003.030;t;440;f;f;138747;0
d;46;4.019.309.136.092.420;y;p;cc;t;20.588.277.079.225.400;f;383;t;f;33026;0
b;59;4.798.756.203.039.080;y;g;no_cc;t;32.548.673.357.547.700;f;690;f;t;88309;1
a;43;6.275.054.632.183.700;u;g;no_cc;t;27.271.593.470.345.200;f;514;f;t;65927;0
a;52;8.736.771.141.863.380;u;p;cc;t;0.3113655294094281;f;825;t;f;95414;1
b;67;9.840.834.691.992.950;u;p;cc;v;25.625.132.438.516.500;f;514;f;f;77535;0
b;42;7.682.734.138.645.180;u;p;no_cc;t;4.032.018.086.164.190;t;702;t;t;62946;0
b;41;4.177.667.821.673.330;u;p;no_cc;t;229.619.938.798.479;f;427;t;t;146503;1
c;30;4.213.570.022.770.700;y;g;no_cc;t;0.25978288777134206;t;776;f;f;76561;0
a;24;7.375.823.015.888.910;y;g;no_cc;t;39.313.909.969.201.600;t;703;t;t;30377;0
a;53;23.877.714.576.830.200;u;g;cc;t;1.006.818.910.679.870;t;328;t;f;73592;0
d;62;11.047.411.313.139.400;y;g;no_cc;v;12.931.041.744.401.900;t;637;f;t;27347;0
d;37;3.546.221.576.407.760;u;g;cc;t;0.8235317671614795;f;660;t;f;53776;1
d;18;28.723.899.165.408.100;y;g;cc;v;16.510.753.243.574.800;f;691;t;f;23783;1
c;25;2.963.081.204.559.900;y;g;cc;t;3.783.757.528.443.170;t;517;t;f;75798;0
d;63;23.360.775.104.990.900;y;g;no_cc;v;25.969.292.975.196.800;t;501;f;f;24298;0
a;33;0.42093189636361883;y;p;cc;t;1.024.406.370.753.560;f;316;f;f;90204;1
c;31;0.1787393473341381;y;g;cc;v;43.891.503.907.602.000;f;621;f;f;106207;1
c;29;9.877.223.897.360.310;y;p;cc;v;4.397.909.274.757.640;f;817;f;f;120356;1
d;68;4.277.731.337.358.620;y;p;cc;v;4.352.892.125.230.030;t;624;t;t;75161;0
b;40;38.432.664.715.968.100;u;p;cc;v;11.939.810.569.076.900;t;711;t;f;80652;1
d;32;6.796.472.826.930.690;u;g;cc;t;22.561.967.209.049.400;t;617;f;f;54484;0
c;45;21.825.388.786.506.400;y;p;cc;t;4.924.948.280.704.370;f;381;f;f;118614;1
b;51;9.499.611.839.502.250;y;g;no_cc;v;38.600.623.815.499.500;f;773;t;f;149572;1
b;19;7.863.450.144.155.520;y;g;no_cc;v;0.1358371061277991;f;767;f;t;132695;1
b;49;0.8941100231225951;u;p;no_cc;t;0.32602295630246025;f;724;t;f;40922;1
c;40;4.175.807.757.849.280;u;p;cc;v;2.319.656.884.061.660;f;503;t;f;54028;0
b;39;8.791.183.075.621.640;y;g;cc;t;4.546.101.029.307.800;f;686;t;f;131461;1
c;68;9.447.320.222.914.100;u;g;no_cc;v;2.693.508.989.763.570;f;397;f;t;40316;0
d;42;4.674.015.112.498.690;y;g;no_cc;t;24.890.625.401.714.500;t;644;f;f;96996;1
d;39;6.134.113.892.107.070;u;g;no_cc;v;0.5273684997831529;t;507;f;f;36968;0
c;39;16.703.394.609.207.500;u;p;cc;v;32.839.005.236.214.700;t;813;f;t;50266;0
d;66;9.911.686.261.369.760;u;p;cc;t;4.110.515.803.001.120;t;465;t;t;145679;0
c;69;23.167.170.138.344.300;y;p;no_cc;t;19.021.000.375.378.100;t;321;f;f;115745;0
b;59;9.427.317.741.351.250;u;p;no_cc;v;38.780.592.546.266.300;f;453;t;f;44000;0
d;23;6.496.466.489.923.680;y;g;no_cc;t;48.223.832.695.040.500;t;738;t;f;143239;1
b;32;6.077.367.948.788.590;u;p;cc;v;10.188.322.956.384.400;t;594;t;t;34011;0
d;60;5.126.885.110.165.080;y;g;no_cc;v;26.166.481.559.737.000;t;518;f;t;22866;0
d;54;23.066.981.171.775.800;u;g;cc;v;14.356.897.904.228.700;f;794;f;t;132669;1
d;50;17.652.803.200.550.800;y;g;cc;t;39.642.720.951.691.900;t;529;t;f;25898;0
d;25;22.048.620.907.017.500;u;p;cc;v;28.879.668.294.057.800;f;319;f;f;38395;0
b;61;18.643.826.214.425.400;y;p;cc;t;31.729.120.877.515.100;t;447;f;f;59019;0
c;61;7.795.844.735.667.530;y;p;cc;v;39.895.707.980.794.700;t;407;f;t;123243;0
d;22;3.501.252.591.667.300;y;g;no_cc;t;19.798.523.633.122.700;f;702;f;f;24006;1
d;56;0.5784267656339637;y;p;no_cc;v;4.575.450.342.035.210;t;782;t;f;54393;0
c;21;9.691.026.301.408.110;u;p;cc;t;26.651.443.362.307;t;666;f;t;30956;0
a;23;8.837.858.849.634.250;y;g;cc;t;0.78977411417674;t;713;f;t;70042;0
d;62;927.752.283.195.213;u;g;cc;t;34.794.955.908.440.100;f;608;f;t;116199;1
d;49;9.949.078.226.464.350;y;g;no_cc;t;39.663.067.521.912.700;f;433;f;f;26078;0
a;69;1.738.952.492.194.870;y;p;cc;t;15.838.083.853.376.300;t;582;t;t;49631;0
c;47;39.624.201.890.265.800;y;g;cc;v;4.285.896.284.993.760;t;372;t;f;115676;0
b;64;7.582.384.757.040.910;y;g;no_cc;t;4.530.716.273.828.830;f;780;t;t;141724;1
b;52;6.960.206.180.537.920;u;g;no_cc;t;13.845.224.368.890.400;f;651;f;f;82901;1
c;57;15.389.590.633.985.500;y;p;cc;t;491.760.736.357.611;t;625;t;f;127227;1
b;69;8.158.331.249.906.170;y;p;cc;v;0.7035576402437921;f;742;f;f;89497;1
b;33;22.444.057.183.666.000;u;g;cc;v;101.007.834.201.245;t;399;t;t;114813;0
d;30;22.381.761.482.262.300;y;g;no_cc;v;0.9211241961901306;f;358;t;t;137192;1
a;67;53.697.442.289.341.300;y;p;cc;t;4.469.948.550.039.350;f;807;f;t;61574;1
d;59;5.929.399.348.417.030;u;p;no_cc;t;3.271.462.761.624.800;t;557;f;t;138494;0
c;47;58.008.620.783.781.100;y;p;cc;t;0.7605214161113644;f;712;f;t;51417;1
c;36;0.9148683739775487;u;p;no_cc;t;2.201.617.091.841.740;f;751;t;f;108020;1
c;34;8.774.608.626.303.800;y;p;cc;v;307.649.012.534.901;t;364;t;f;103639;0
c;36;26.560.004.258.870.600;u;p;no_cc;t;0.41732042494691646;f;453;f;t;85006;1
d;45;12.951.492.128.280.400;y;g;no_cc;t;4.412.081.842.036.690;t;565;t;f;114881;0
d;43;8.887.480.798.689.770;y;g;no_cc;t;4.018.017.677.207.670;f;378;t;t;131862;0
a;54;9.556.514.982.297.530;u;g;no_cc;t;2.526.033.867.883.190;f;614;f;f;59454;0
d;43;8.621.276.172.654.500;u;p;cc;t;4.835.633.076.295.850;t;547;t;f;21587;0
b;40;809.516.074.724.878;u;g;cc;t;20.888.048.963.754.900;f;713;t;t;141688;1
a;26;6.552.419.806.390.210;u;g;no_cc;t;4.920.551.595.182.480;f;324;t;f;128107;1
a;29;55.085.737.060.913.900;y;g;no_cc;v;3.339.599.994.018.130;t;583;t;t;135584;0
b;18;0.8698675991141014;u;g;cc;v;3.173.356.366.269.700;t;748;f;t;74710;0
c;18;4.084.532.130.706.980;y;p;cc;v;0.829774476478925;f;600;t;t;143157;1
a;64;372.688.517.012.314;u;p;cc;v;440.963.879.152.322;f;367;f;t;106567;1
d;51;25.975.378.376.032.600;y;g;cc;t;21.374.484.396.030.700;t;306;t;t;111748;0
b;49;7.234.201.136.885.840;y;p;no_cc;v;0.8111670289123968;t;436;f;f;95886;0
c;65;49.587.573.507.877.000;u;p;no_cc;t;0.0630375998787952;t;463;t;t;38816;0
a;42;0.8104621590764793;u;g;no_cc;v;27.987.784.181.919.100;f;382;t;f;105824;1
b;57;22.018.320.194.981.100;u;p;no_cc;t;26.369.981.106.133.800;t;719;t;t;49432;0
a;62;6.832.587.636.595.950;y;g;no_cc;t;3.596.768.111.845.790;t;372;f;t;129758;0
a;18;0.7613085949030018;u;g;no_cc;t;44.512.902.650.890.100;t;536;f;t;68617;0
c;33;8.512.069.140.487.680;y;g;cc;v;0.3970329232151476;f;345;t;t;92373;0
c;56;4.951.465.270.139.740;y;g;no_cc;v;3.657.482.451.701.810;t;561;t;t;54217;0
b;22;480.586.577.326.648;y;g;no_cc;t;0.9370597204879111;f;475;t;f;40884;0
a;39;5.924.077.846.595.170;y;p;cc;v;4.290.885.265.785.810;f;465;f;t;25454;0
a;46;8.246.809.659.251.490;y;g;no_cc;v;409.531.756.930.828;t;669;t;f;94960;0
b;20;34.780.920.790.219.300;y;p;no_cc;t;27.039.687.749.277.200;f;353;f;f;122421;1
c;29;6.780.161.525.590.630;u;g;cc;t;35.512.139.931.165.500;t;718;t;t;127173;1
c;43;5.657.319.639.957.910;u;g;no_cc;v;15.717.505.659.187.400;f;806;f;f;63618;1
c;33;26.702.827.016.942.100;u;g;cc;v;23.558.394.946.640.700;t;640;t;f;103948;1
a;68;878.629.986.355.158;y;p;no_cc;t;4.108.184.488.552.350;f;426;f;f;82671;0
a;54;7.974.260.216.069.280;y;p;no_cc;t;22.963.259.858.660.600;f;708;t;f;67111;0
b;39;6.584.518.346.584.250;u;g;cc;v;1.788.991.326.627.200;t;666;t;t;59613;0
c;46;8.505.817.290.942.410;y;g;no_cc;v;24.710.622.362.514.900;t;570;f;f;105678;0
d;31;8.672.942.009.598.020;y;g;cc;t;4.141.246.262.186.090;f;678;f;f;140592;1
c;45;7.083.629.767.150.340;u;g;no_cc;v;16.760.402.368.543.600;f;372;t;f;122928;0
b;22;837.013.328.363.672;u;p;no_cc;v;0.868807965678719;f;547;t;t;144917;0
d;64;6.974.714.616.692.830;u;g;cc;t;35.600.701.016.539.000;f;342;f;f;79993;0
d;66;6.801.407.717.603.000;y;g;cc;v;4.129.891.063.540.400;t;676;t;f;148652;1
d;47;6.186.113.782.151.840;u;p;no_cc;t;0.5031873926176667;t;340;t;f;28848;0
a;63;7.527.166.395.576.410;u;p;cc;t;11.993.705.637.797.200;t;469;f;f;134853;0
d;69;1.586.051.052.930.730;u;g;no_cc;v;0.7098599488049695;t;511;t;t;98672;0
b;22;8.808.707.591.989.280;u;g;no_cc;t;17.397.070.579.108.300;f;792;t;f;139279;1
a;29;871.843.527.745.232;u;p;no_cc;v;2.251.754.894.527.060;f;338;t;f;86125;0
c;33;0.29247283034559146;u;g;no_cc;v;37.441.316.848.165.300;t;668;f;t;106444;1
a;43;8.258.167.505.647.620;y;g;no_cc;v;32.557.379.244.083.700;t;450;f;t;137509;0
d;43;1.288.698.674.734.450;u;g;no_cc;v;31.046.428.373.921.500;t;410;f;f;81602;0
d;65;3.351.188.542.591.410;u;g;no_cc;t;1.761.874.733.048.270;t;779;f;t;92045;1
b;38;7.435.082.562.916.070;y;g;no_cc;t;42.072.377.654.238;f;735;t;f;125997;1
d;56;1.607.598.960.483.080;u;p;no_cc;t;23.564.358.369.908.200;t;346;f;f;62222;0
a;53;8.179.670.241.190.620;u;g;no_cc;v;48.955.246.900.757.700;f;665;f;f;69223;0
b;50;832.134.177.957.742;y;g;cc;t;31.707.106.914.786.800;t;368;f;t;130012;0
d;47;5.074.677.337.608.360;u;g;cc;v;0.6313237078225137;f;598;f;t;131246;1
a;54;0.0638587171683358;y;g;no_cc;t;33.808.878.103.771.700;f;595;t;f;85333;1
c;40;2.870.381.331.749.120;y;g;cc;v;1.625.520.077.158.490;f;502;t;t;72732;0
c;27;6.169.269.183.757.420;u;g;cc;v;34.316.359.834.304.800;t;360;f;t;142650;0
c;22;9.811.861.780.274.230;u;g;cc;t;0.3482057408120287;t;613;t;t;69420;0
d;53;63.181.352.701.666.800;u;p;no_cc;v;0.8744071858797969;f;460;f;f;95504;1
d;51;25.980.358.106.415.900;y;g;cc;v;42.786.862.945.289.300;f;630;t;f;22462;1
b;69;6.340.057.030.996.110;u;p;cc;v;11.358.977.851.175.700;t;827;f;f;29460;0
c;48;53.998.537.971.585.500;u;p;no_cc;v;41.852.056.262.147;t;637;t;f;119319;1
a;27;7.798.453.951.511.430;u;p;cc;v;1.396.380.442.272.050;t;603;f;f;145602;0
d;36;1.069.806.388.269.580;y;g;cc;v;3.214.409.550.293.530;t;802;t;f;29275;0
c;49;761.027.902.502.028;y;p;no_cc;v;34.707.528.675.491.500;t;637;f;t;114213;0
d;18;5.412.665.786.761.100;y;p;no_cc;v;25.632.737.657.252.600;f;849;f;f;33269;1
b;22;9.629.920.038.589.940;y;g;cc;t;15.265.533.834.836.500;f;574;f;f;149593;0
b;62;3.418.721.660.386.860;y;p;no_cc;v;10.632.218.818.554.800;f;463;f;f;142672;1
a;21;6.326.218.931.339.480;u;g;cc;v;0.1659467728121311;t;742;t;f;85942;1
d;33;9.320.281.055.100.170;u;g;cc;v;1.519.732.006.203.610;f;618;t;f;92920;1
a;41;10.250.972.799.067.900;u;g;no_cc;t;3.265.813.952.656.410;t;803;t;t;140737;1
a;33;9.372.284.872.364.510;y;g;no_cc;t;4.691.524.092.242.410;f;686;t;f;42553;0
c;19;6.878.857.223.008.130;u;g;cc;v;435.602.241.131.526;t;793;t;t;44366;0
d;66;0.678370591051719;y;g;no_cc;t;3.830.323.882.676.510;f;789;t;f;64036;1
b;45;30.096.356.694.681.600;y;g;cc;v;39.422.367.162.664.900;f;372;t;t;37369;0
d;49;7.081.720.886.452.810;u;g;no_cc;t;33.249.245.173.799.700;t;808;t;f;31795;0
d;44;0.673506014687717;u;g;no_cc;v;1.301.434.287.830.010;t;689;f;t;90021;1
c;37;58.217.046.017.627.300;y;p;cc;t;4.535.975.153.529.140;t;594;t;t;127205;0
a;41;34.588.305.695.295.600;y;p;no_cc;t;33.536.615.595.291.700;t;668;t;t;88154;1
b;29;6.209.155.177.674.770;y;p;cc;v;28.022.031.549.022;f;848;t;t;50143;1
c;67;0.4574203381251285;y;p;no_cc;v;0.5549473460674054;f;486;f;f;49425;0
