A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,Class
a,62,6.946964709,y,p,no_cc,v,0.7945408383,t,482,t,t,133776,0
a,68,2.721451372,u,p,cc,v,3.051125747,f,491,t,f,69422,0
a,25,5.902306669,u,p,no_cc,t,0.6767704114,t,364,t,t,103106,0
c,44,3.609738969,u,g,no_cc,t,3.75687543,t,773,t,f,81899,1
a,44,0.9158207333,y,g,cc,v,3.284775781,f,399,t,t,32392,0
b,51,9.173135755,u,g,cc,v,4.783073105,f,843,f,t,64724,0
d,38,1.368186309,y,p,no_cc,t,0.3447900818,f,427,f,t,52299,0
a,47,9.502373538,y,p,cc,v,0.2852736058,f,751,f,t,35641,0
c,50,4.46005773,y,p,cc,v,1.410935373,f,668,f,f,99534,1
a,45,1.851329288,u,g,cc,v,1.308528419,f,342,t,f,26305,0
b,64,5.419009474,u,g,cc,t,1.234893995,f,718,f,t,118262,1
b,50,8.729458359,y,g,no_cc,t,4.531272903,t,787,f,f,38782,0
b,22,7.322248864,y,p,no_cc,v,1.247730999,f,377,f,t,98257,0
d,65,8.065611479,y,g,no_cc,v,1.359748631,t,569,t,f,125299,0
a,36,6.587833667,u,g,cc,v,3.796991312,t,614,t,t,97963,1
b,21,6.922765645,u,g,no_cc,v,2.248699212,f,467,f,t,132086,1
d,52,8.491956516,u,g,cc,v,3.883552785,f,638,f,t,141987,1
c,66,2.496680089,u,g,no_cc,t,0.3268307878,t,492,t,f,40566,0
b,34,4.894249636,y,p,no_cc,v,2.437855968,t,752,f,f,144591,1
a,61,2.212094418,y,g,no_cc,t,0.1680680009,f,582,f,f,87766,1
b,45,9.87668008,y,p,cc,t,0.3132660173,f,635,t,t,26511,0
d,47,9.440593397,y,g,no_cc,t,4.532187267,f,689,t,f,134816,1
c,46,0.3942681137,y,g,no_cc,t,0.6962268556,f,824,t,t,127765,1
d,63,7.055751725,y,g,cc,t,2.662103411,f,539,t,t,138360,0
b,23,9.252483174,u,g,no_cc,v,2.055478013,f,782,f,t,46177,0
a,52,1.805753451,u,p,no_cc,v,1.736716631,f,757,f,f,24765,1
b,58,5.679452306,u,p,cc,v,4.499166728,t,388,t,f,40354,0
a,54,9.154882976,u,g,no_cc,v,0.1091169839,f,394,f,f,43929,0
c,41,0.3394597859,u,p,no_cc,v,3.318948431,t,751,f,f,48820,0
b,46,6.974202672,y,p,no_cc,t,4.816972171,t,727,f,f,131576,1
a,66,2.973490074,y,p,cc,t,2.800840917,f,450,t,f,49523,0
b,63,9.243961954,y,g,cc,t,4.68411231,t,813,t,t,91088,0
a,48,9.710582452,y,p,no_cc,v,0.2612893964,t,675,t,t,86163,0
d,52,9.442664891,u,p,cc,v,2.093966595,f,321,t,t,97525,0
c,50,4.742142167,u,g,cc,t,1.300788955,t,612,t,t,33780,0
c,69,8.62042651,y,p,no_cc,v,3.654104825,f,818,f,f,26589,0
a,38,8.445493985,u,g,no_cc,v,4.906485452,f,505,t,f,54812,0
b,49,3.191004732,u,p,cc,v,1.282650312,t,674,t,t,113664,1
c,40,8.289154742,u,p,cc,v,3.270873007,t,750,t,t,65939,0
d,50,0.3700763472,u,g,cc,t,0.9904881638,f,478,t,f,71493,0
a,20,5.962698785,u,p,cc,t,2.826651273,f,509,t,t,124188,1
a,35,2.300088373,u,g,cc,t,2.319662433,t,799,t,t,113326,1
c,42,1.205668858,y,p,no_cc,v,4.860026648,t,763,f,t,60953,0
a,59,0.7695320163,y,g,cc,t,3.042636363,f,423,f,f,85785,1
d,48,6.962887759,y,g,no_cc,t,1.74753186,f,412,f,f,39309,0
c,20,3.398749638,y,p,no_cc,v,0.5704789244,f,311,f,t,74195,0
d,57,7.247667715,u,g,no_cc,t,0.7562341437,f,425,t,t,135662,0
c,63,0.653563408,u,p,no_cc,v,1.12658465,t,630,t,t,45901,0
c,41,3.152903378,u,g,no_cc,t,1.254833307,f,582,t,t,43576,0
b,67,5.394912924,u,g,no_cc,v,4.253080289,t,439,t,t,51508,0
c,49,7.907231648,y,p,cc,t,2.806113941,t,700,f,t,94711,0
a,64,3.187525029,u,p,no_cc,t,2.616954557,t,396,t,f,45464,0
a,39,6.258913764,y,p,no_cc,v,0.5738443593,f,816,f,f,80281,1
c,40,8.859777482,u,g,cc,v,4.300698467,t,368,t,t,36260,0
a,19,6.158631882,u,p,no_cc,v,3.614071516,f,417,f,t,144997,1
d,44,2.329594748,u,g,cc,v,0.3383418095,f,358,t,f,55440,0
a,59,0.2440078156,u,g,no_cc,t,3.539175486,t,332,f,t,115082,0
a,19,8.700988739,y,g,cc,v,2.717691087,t,617,t,t,125583,0
a,43,0.2126941085,u,g,no_cc,t,0.4086267287,f,349,t,f,76683,0
c,34,8.747016727,u,g,cc,v,2.291503208,f,788,t,t,144206,1
a,57,5.28937134,u,p,cc,v,2.423481436,t,318,t,f,61430,0
a,50,9.390676985,u,p,cc,v,0.8288727008,t,496,t,t,21987,0
a,26,7.987832358,y,p,no_cc,t,4.728490735,f,749,f,t,134778,1
a,60,9.979341105,u,p,no_cc,t,4.249876857,t,751,t,f,45105,0
d,65,3.507118155,u,p,cc,v,3.345111687,t,588,f,f,98484,0
a,56,7.671882889,y,p,cc,v,2.311477805,t,440,f,f,138747,0
d,46,4.019309136,y,p,cc,t,2.058827708,f,383,t,f,33026,0
b,59,4.798756203,y,g,no_cc,t,3.254867336,f,690,f,t,88309,1
a,43,6.275054632,u,g,no_cc,t,2.727159347,f,514,f,t,65927,0
a,52,8.736771142,u,p,cc,t,0.3113655294,f,825,t,f,95414,1
b,67,9.840834692,u,p,cc,v,2.562513244,f,514,f,f,77535,0
b,42,7.682734139,u,p,no_cc,t,4.032018086,t,702,t,t,62946,0
b,41,4.177667822,u,p,no_cc,t,2.296199388,f,427,t,t,146503,1
c,30,4.213570023,y,g,no_cc,t,0.2597828878,t,776,f,f,76561,0
a,24,7.375823016,y,g,no_cc,t,3.931390997,t,703,t,t,30377,0
a,53,2.387771458,u,g,cc,t,1.006818911,t,328,t,f,73592,0
d,62,1.104741131,y,g,no_cc,v,1.293104174,t,637,f,t,27347,0
d,37,3.546221576,u,g,cc,t,0.8235317672,f,660,t,f,53776,1
d,18,2.872389917,y,g,cc,v,1.651075324,f,691,t,f,23783,1
c,25,2.963081205,y,g,cc,t,3.783757528,t,517,t,f,75798,0
d,63,2.33607751,y,g,no_cc,v,2.596929298,t,501,f,f,24298,0
a,33,0.4209318964,y,p,cc,t,1.024406371,f,316,f,f,90204,1
c,31,0.1787393473,y,g,cc,v,4.389150391,f,621,f,f,106207,1
c,29,9.877223897,y,p,cc,v,4.397909275,f,817,f,f,120356,1
d,68,4.277731337,y,p,cc,v,4.352892125,t,624,t,t,75161,0
b,40,3.843266472,u,p,cc,v,1.193981057,t,711,t,f,80652,1
d,32,6.796472827,u,g,cc,t,2.256196721,t,617,f,f,54484,0
c,45,2.182538879,y,p,cc,t,4.924948281,f,381,f,f,118614,1
b,51,9.49961184,y,g,no_cc,v,3.860062382,f,773,t,f,149572,1
b,19,7.863450144,y,g,no_cc,v,0.1358371061,f,767,f,t,132695,1
b,49,0.8941100231,u,p,no_cc,t,0.3260229563,f,724,t,f,40922,1
c,40,4.175807758,u,p,cc,v,2.319656884,f,503,t,f,54028,0
b,39,8.791183076,y,g,cc,t,4.546101029,f,686,t,f,131461,1
c,68,9.447320223,u,g,no_cc,v,2.69350899,f,397,f,t,40316,0
d,42,4.674015112,y,g,no_cc,t,2.48906254,t,644,f,f,96996,1
d,39,6.134113892,u,g,no_cc,v,0.5273684998,t,507,f,f,36968,0
c,39,1.670339461,u,p,cc,v,3.283900524,t,813,f,t,50266,0
d,66,9.911686261,u,p,cc,t,4.110515803,t,465,t,t,145679,0
c,69,2.316717014,y,p,no_cc,t,1.902100038,t,321,f,f,115745,0
b,59,9.427317741,u,p,no_cc,v,3.878059255,f,453,t,f,44000,0
d,23,6.49646649,y,g,no_cc,t,4.82238327,t,738,t,f,143239,1
b,32,6.077367949,u,p,cc,v,1.018832296,t,594,t,t,34011,0
d,60,5.12688511,y,g,no_cc,v,2.616648156,t,518,f,t,22866,0
d,54,2.306698117,u,g,cc,v,1.43568979,f,794,f,t,132669,1
d,50,1.76528032,y,g,cc,t,3.964272095,t,529,t,f,25898,0
d,25,2.204862091,u,p,cc,v,2.887966829,f,319,f,f,38395,0
b,61,1.864382621,y,p,cc,t,3.172912088,t,447,f,f,59019,0
c,61,7.795844736,y,p,cc,v,3.989570798,t,407,f,t,123243,0
d,22,3.501252592,y,g,no_cc,t,1.979852363,f,702,f,f,24006,1
d,56,0.5784267656,y,p,no_cc,v,4.575450342,t,782,t,f,54393,0
c,21,9.691026301,u,p,cc,t,2.665144336,t,666,f,t,30956,0
a,23,8.83785885,y,g,cc,t,0.7897741142,t,713,f,t,70042,0
d,62,9.277522832,u,g,cc,t,3.479495591,f,608,f,t,116199,1
d,49,9.949078226,y,g,no_cc,t,3.966306752,f,433,f,f,26078,0
a,69,1.738952492,y,p,cc,t,1.583808385,t,582,t,t,49631,0
c,47,3.962420189,y,g,cc,v,4.285896285,t,372,t,f,115676,0
b,64,7.582384757,y,g,no_cc,t,4.530716274,f,780,t,t,141724,1
b,52,6.960206181,u,g,no_cc,t,1.384522437,f,651,f,f,82901,1
c,57,1.538959063,y,p,cc,t,4.917607364,t,625,t,f,127227,1
b,69,8.15833125,y,p,cc,v,0.7035576402,f,742,f,f,89497,1
b,33,2.244405718,u,g,cc,v,1.010078342,t,399,t,t,114813,0
d,30,2.238176148,y,g,no_cc,v,0.9211241962,f,358,t,t,137192,1
a,67,5.369744229,y,p,cc,t,4.46994855,f,807,f,t,61574,1
d,59,5.929399348,u,p,no_cc,t,3.271462762,t,557,f,t,138494,0
c,47,5.800862078,y,p,cc,t,0.7605214161,f,712,f,t,51417,1
c,36,0.914868374,u,p,no_cc,t,2.201617092,f,751,t,f,108020,1
c,34,8.774608626,y,p,cc,v,3.076490125,t,364,t,f,103639,0
c,36,2.656000426,u,p,no_cc,t,0.4173204249,f,453,f,t,85006,1
d,45,1.295149213,y,g,no_cc,t,4.412081842,t,565,t,f,114881,0
d,43,8.887480799,y,g,no_cc,t,4.018017677,f,378,t,t,131862,0
a,54,9.556514982,u,g,no_cc,t,2.526033868,f,614,f,f,59454,0
d,43,8.621276173,u,p,cc,t,4.835633076,t,547,t,f,21587,0
b,40,8.095160747,u,g,cc,t,2.088804896,f,713,t,t,141688,1
a,26,6.552419806,u,g,no_cc,t,4.920551595,f,324,t,f,128107,1
a,29,5.508573706,y,g,no_cc,v,3.339599994,t,583,t,t,135584,0
b,18,0.8698675991,u,g,cc,v,3.173356366,t,748,f,t,74710,0
c,18,4.084532131,y,p,cc,v,0.8297744765,f,600,t,t,143157,1
a,64,3.72688517,u,p,cc,v,4.409638792,f,367,f,t,106567,1
d,51,2.597537838,y,g,cc,t,2.13744844,t,306,t,t,111748,0
b,49,7.234201137,y,p,no_cc,v,0.8111670289,t,436,f,f,95886,0
c,65,4.958757351,u,p,no_cc,t,0.06303759988,t,463,t,t,38816,0
a,42,0.8104621591,u,g,no_cc,v,2.798778418,f,382,t,f,105824,1
b,57,2.201832019,u,p,no_cc,t,2.636998111,t,719,t,t,49432,0
a,62,6.832587637,y,g,no_cc,t,3.596768112,t,372,f,t,129758,0
a,18,0.7613085949,u,g,no_cc,t,4.451290265,t,536,f,t,68617,0
c,33,8.51206914,y,g,cc,v,0.3970329232,f,345,t,t,92373,0
c,56,4.95146527,y,g,no_cc,v,3.657482452,t,561,t,t,54217,0
b,22,4.805865773,y,g,no_cc,t,0.9370597205,f,475,t,f,40884,0
a,39,5.924077847,y,p,cc,v,4.290885266,f,465,f,t,25454,0
a,46,8.246809659,y,g,no_cc,v,4.095317569,t,669,t,f,94960,0
b,20,3.478092079,y,p,no_cc,t,2.703968775,f,353,f,f,122421,1
c,29,6.780161526,u,g,cc,t,3.551213993,t,718,t,t,127173,1
c,43,5.65731964,u,g,no_cc,v,1.571750566,f,806,f,f,63618,1
c,33,2.670282702,u,g,cc,v,2.355839495,t,640,t,f,103948,1
a,68,8.786299864,y,p,no_cc,t,4.108184489,f,426,f,f,82671,0
a,54,7.974260216,y,p,no_cc,t,2.296325986,f,708,t,f,67111,0
b,39,6.584518347,u,g,cc,v,1.788991327,t,666,t,t,59613,0
c,46,8.505817291,y,g,no_cc,v,2.471062236,t,570,f,f,105678,0
d,31,8.67294201,y,g,cc,t,4.141246262,f,678,f,f,140592,1
c,45,7.083629767,u,g,no_cc,v,1.676040237,f,372,t,f,122928,0
b,22,8.370133284,u,p,no_cc,v,0.8688079657,f,547,t,t,144917,0
d,64,6.974714617,u,g,cc,t,3.560070102,f,342,f,f,79993,0
d,66,6.801407718,y,g,cc,v,4.129891064,t,676,t,f,148652,1
d,47,6.186113782,u,p,no_cc,t,0.5031873926,t,340,t,f,28848,0
a,63,7.527166396,u,p,cc,t,1.199370564,t,469,f,f,134853,0
d,69,1.586051053,u,g,no_cc,v,0.7098599488,t,511,t,t,98672,0
b,22,8.808707592,u,g,no_cc,t,1.739707058,f,792,t,f,139279,1
a,29,8.718435277,u,p,no_cc,v,2.251754895,f,338,t,f,86125,0
c,33,0.2924728303,u,g,no_cc,v,3.744131685,t,668,f,t,106444,1
a,43,8.258167506,y,g,no_cc,v,3.255737924,t,450,f,t,137509,0
d,43,1.288698675,u,g,no_cc,v,3.104642837,t,410,f,f,81602,0
d,65,3.351188543,u,g,no_cc,t,1.761874733,t,779,f,t,92045,1
b,38,7.435082563,y,g,no_cc,t,4.207237765,f,735,t,f,125997,1
d,56,1.60759896,u,p,no_cc,t,2.356435837,t,346,f,f,62222,0
a,53,8.179670241,u,g,no_cc,v,4.89552469,f,665,f,f,69223,0
b,50,8.32134178,y,g,cc,t,3.170710691,t,368,f,t,130012,0
d,47,5.074677338,u,g,cc,v,0.6313237078,f,598,f,t,131246,1
a,54,0.06385871717,y,g,no_cc,t,3.38088781,f,595,t,f,85333,1
c,40,2.870381332,y,g,cc,v,1.625520077,f,502,t,t,72732,0
c,27,6.169269184,u,g,cc,v,3.431635983,t,360,f,t,142650,0
c,22,9.81186178,u,g,cc,t,0.3482057408,t,613,t,t,69420,0
d,53,6.31813527,u,p,no_cc,v,0.8744071859,f,460,f,f,95504,1
d,51,2.598035811,y,g,cc,v,4.278686295,f,630,t,f,22462,1
b,69,6.340057031,u,p,cc,v,1.135897785,t,827,f,f,29460,0
c,48,5.399853797,u,p,no_cc,v,4.185205626,t,637,t,f,119319,1
a,27,7.798453952,u,p,cc,v,1.396380442,t,603,f,f,145602,0
d,36,1.069806388,y,g,cc,v,3.21440955,t,802,t,f,29275,0
c,49,7.610279025,y,p,no_cc,v,3.470752868,t,637,f,t,114213,0
d,18,5.412665787,y,p,no_cc,v,2.563273766,f,849,f,f,33269,1
b,22,9.629920039,y,g,cc,t,1.526553383,f,574,f,f,149593,0
b,62,3.41872166,y,p,no_cc,v,1.063221882,f,463,f,f,142672,1
a,21,6.326218931,u,g,cc,v,0.1659467728,t,742,t,f,85942,1
d,33,9.320281055,u,g,cc,v,1.519732006,f,618,t,f,92920,1
a,41,1.02509728,u,g,no_cc,t,3.265813953,t,803,t,t,140737,1
a,33,9.372284872,y,g,no_cc,t,4.691524092,f,686,t,f,42553,0
c,19,6.878857223,u,g,cc,v,4.356022411,t,793,t,t,44366,0
d,66,0.6783705911,y,g,no_cc,t,3.830323883,f,789,t,f,64036,1
b,45,3.009635669,y,g,cc,v,3.942236716,f,372,t,t,37369,0
d,49,7.081720886,u,g,no_cc,t,3.324924517,t,808,t,f,31795,0
d,44,0.6735060147,u,g,no_cc,v,1.301434288,t,689,f,t,90021,1
c,37,5.821704602,y,p,cc,t,4.535975154,t,594,t,t,127205,0
a,41,3.45883057,y,p,no_cc,t,3.35366156,t,668,t,t,88154,1
b,29,6.209155178,y,p,cc,v,2.802203155,f,848,t,t,50143,1
c,67,0.4574203381,y,p,no_cc,v,0.5549473461,f,486,f,f,49425,0
b,52,8.715368062,y,g,cc,t,2.235277719,f,744,t,t,108209,1
c,50,9.734889692,u,p,cc,v,2.301791356,t,662,f,f,95139,0
c,50,9.688778553,y,g,cc,t,4.322818048,f,422,f,f,125232,0
d,68,7.496518317,u,g,no_cc,t,2.733241101,t,487,t,f,25368,0
a,60,1.300862401,u,g,cc,v,1.902002745,f,719,t,f,24621,1
c,54,7.582631959,y,p,no_cc,v,4.884001643,f,551,t,f,78829,0
c,29,0.2458691646,y,g,cc,v,0.5536029666,f,848,f,t,149036,1
b,20,0.2212355153,y,p,cc,t,2.112742142,f,634,f,f,80294,1
b,18,3.236102191,y,p,no_cc,t,0.2101233759,t,391,f,f,34719,0
b,50,4.886431904,y,p,cc,v,3.699520604,t,829,f,t,49227,0
c,57,7.704074178,y,p,no_cc,v,4.590382761,t,362,t,f,129430,0
b,27,6.832953766,u,g,cc,v,1.400186648,f,811,f,f,27566,1
c,60,4.459027064,u,g,no_cc,t,4.291708384,f,438,t,f,32306,0
a,61,2.736266663,u,g,no_cc,t,1.461091152,f,484,f,t,73822,0
d,46,9.971245002,u,p,no_cc,v,4.553850808,t,504,t,f,44042,0
d,30,4.261813022,y,g,cc,t,3.769809518,f,513,f,f,35086,0
d,29,4.513870243,y,p,no_cc,t,4.024533884,t,555,t,t,37387,0
a,48,1.636238212,y,g,cc,t,0.090032778,t,434,f,t,47042,0
a,63,7.948095487,y,p,cc,v,4.814051785,f,387,f,f,109424,0
c,19,6.936822258,u,g,cc,v,3.63335496,t,506,f,t,71618,0
d,68,2.207696128,y,g,cc,v,1.523755477,t,428,t,f,112050,0
c,67,0.8238104562,u,p,no_cc,t,4.146973324,f,302,t,f,38323,0
c,52,6.804993021,y,p,no_cc,t,1.407605992,t,420,f,t,38019,0
b,40,6.545112143,u,g,no_cc,v,4.363769198,f,684,f,f,95426,1
c,34,2.73259527,y,p,cc,t,0.5629019521,f,337,t,f,60863,0
b,43,9.508635623,u,p,cc,v,3.518429887,t,640,f,t,140953,0
a,25,1.510578918,y,g,no_cc,v,2.703492383,t,320,t,t,131023,0
b,46,4.32334801,u,p,cc,v,0.482672351,f,541,f,t,30283,0
d,43,9.436159202,u,p,cc,v,1.209469141,f,754,t,t,38279,0
d,27,4.197273169,y,g,cc,v,0.06202018139,f,602,t,f,66999,1
a,43,6.385259477,u,g,no_cc,t,2.343839827,t,368,f,t,82780,0
a,51,3.97594398,y,p,cc,t,1.506326304,f,428,t,f,42908,0
c,68,2.742152023,u,p,no_cc,t,2.991787421,f,495,f,f,81584,1
a,58,9.83977648,u,p,no_cc,v,1.486189039,f,439,t,t,146278,0
b,24,4.093340063,u,g,no_cc,v,1.499595558,f,743,f,f,133002,1
c,21,8.940992037,y,p,no_cc,v,3.715965994,t,582,f,f,70225,0
d,67,2.299546059,u,p,cc,t,0.2407141799,f,611,f,t,57952,1
d,62,2.13104704,u,p,no_cc,t,4.514474976,t,834,t,f,120706,1
b,28,0.3113408288,y,p,cc,v,4.261319372,t,576,t,f,57663,0
b,46,6.516668254,u,p,no_cc,t,3.339023416,t,360,f,f,142019,0
a,53,3.685263437,y,g,no_cc,v,2.966107851,t,618,t,f,129708,1
c,42,8.643582498,u,p,cc,t,4.461512491,t,351,f,f,81381,0
b,38,4.732099067,u,p,cc,t,0.9266508976,t,452,f,f,67929,0
d,53,9.681934279,y,p,cc,v,0.394845811,f,610,f,f,29343,0
d,27,1.855255157,u,g,cc,t,1.19755085,f,843,f,f,96173,1
a,54,8.68623168,u,g,cc,t,3.972891394,f,688,t,t,120260,1
a,26,7.765968528,y,p,no_cc,v,0.1733513336,f,847,f,t,59791,0
a,41,7.709218446,y,p,cc,v,2.914034175,f,476,f,t,49134,0
b,52,8.447832281,y,g,cc,t,4.977187581,f,661,t,f,132366,1
c,66,7.610239909,u,p,cc,t,4.278480469,t,613,t,t,67101,0
c,52,6.262203216,u,g,no_cc,t,2.607228445,t,396,f,t,89443,0
d,65,1.312448777,u,g,cc,t,0.3182045464,t,512,t,f,119111,0
d,53,0.3252617949,y,g,cc,v,4.156867572,f,436,f,f,77530,0
a,35,9.208478478,u,g,cc,v,2.994892541,f,305,t,t,66799,0
b,66,6.166503145,u,g,no_cc,v,0.5746649853,t,408,f,t,24827,0
a,56,7.96537291,y,g,no_cc,v,0.4692864241,f,846,f,t,116143,1
a,49,4.815223515,u,g,cc,t,4.548134097,t,338,t,f,82653,0
c,41,1.17308189,u,g,no_cc,v,3.346001315,f,724,t,f,33699,1
a,40,1.251857922,y,p,no_cc,t,4.146433997,f,560,f,t,122828,1
b,49,6.855652872,u,g,no_cc,v,4.394894501,t,725,t,t,133497,1
c,54,4.303058949,u,g,no_cc,t,2.85886176,t,386,f,f,111419,0
b,29,2.005247267,y,g,no_cc,v,2.587231759,t,764,f,t,134527,1
c,66,4.915945467,u,g,no_cc,v,2.152137052,f,375,t,f,136972,1
d,30,0.6420893708,y,p,no_cc,t,1.584732939,t,770,f,f,25313,0
d,40,5.819714019,y,p,no_cc,t,2.172979804,f,713,t,t,33598,1
b,42,2.689934044,u,g,cc,v,3.869398279,f,756,t,f,131362,1
c,52,7.975591006,y,g,cc,t,3.009617155,f,584,t,f,135445,0
d,58,3.103619589,y,g,no_cc,t,4.46261645,t,538,f,t,48807,0
c,47,4.552201491,u,p,no_cc,t,2.216900072,f,671,f,f,90423,1
c,34,0.1162053991,y,g,no_cc,t,3.035447894,f,794,f,t,89390,1
c,66,0.7244688779,y,g,cc,v,3.156537765,f,344,t,f,65226,0
a,37,3.924935564,u,p,no_cc,v,2.958485812,t,700,f,t,79550,0
c,65,4.799388347,y,p,no_cc,v,3.513168865,t,546,t,f,100072,0
a,42,6.000205481,y,g,cc,v,1.187167342,t,749,f,t,23558,0
b,39,2.916625787,u,g,no_cc,t,2.561818888,t,784,t,t,95308,1
a,30,6.949818861,u,g,cc,t,0.521124014,f,317,t,t,70113,0
a,36,8.601223972,y,g,no_cc,t,1.922556638,f,588,f,f,72999,0
c,66,7.798509889,u,g,no_cc,v,2.438335343,t,713,t,f,75878,0
c,53,0.3961882535,u,g,no_cc,v,3.261121298,t,534,f,t,56343,0
d,29,4.805069473,u,p,no_cc,t,4.752655263,t,715,t,f,78219,0
c,58,1.049301784,y,g,cc,v,3.003255333,f,798,t,t,55186,1
b,36,2.420450159,y,p,no_cc,v,3.717969581,t,414,f,t,56966,0
d,29,9.866625933,u,g,cc,v,2.531330297,t,533,f,t,53769,0
b,26,1.424955429,u,g,no_cc,t,3.170520157,t,839,f,f,139932,1
a,24,4.988881535,u,p,cc,t,0.3546610807,t,310,t,f,146264,0
c,45,6.181557343,y,g,no_cc,t,1.271957904,f,505,t,f,125423,1
b,31,7.024649705,u,g,cc,t,1.809265466,f,546,t,f,73218,0
d,48,5.596486835,u,p,cc,v,2.362466775,t,426,f,f,39229,0
b,69,0.09770847419,y,p,no_cc,v,0.2282437275,t,446,f,f,95209,0
d,36,3.264613082,u,p,no_cc,v,0.7001204878,f,417,t,f,47877,0
d,64,5.177116434,u,g,no_cc,v,1.384071539,t,681,t,t,78001,0
a,33,0.8786649914,y,g,cc,v,4.857663455,f,711,t,f,117137,1
b,22,3.506269312,u,g,no_cc,v,1.656735036,f,662,f,f,58084,1
a,52,0.3320310879,y,g,cc,t,2.410205291,f,808,t,t,101780,1
b,29,0.7857849716,u,g,cc,v,0.9804885637,t,436,t,f,112892,0
a,42,3.969232762,u,p,no_cc,v,3.053900355,f,474,t,t,36806,0
b,69,1.32715754,y,g,no_cc,v,1.403416078,f,588,f,t,108635,1
a,38,5.675408483,y,p,cc,v,1.034962892,f,780,t,t,130177,1
a,53,6.894649691,u,p,no_cc,t,2.582863142,f,318,t,t,57034,0
b,40,8.005866991,u,g,no_cc,v,0.0275289958,f,494,f,t,60317,0
c,33,2.001502442,y,p,no_cc,v,0.03832016325,t,629,t,f,75468,0
d,56,1.674825823,u,g,no_cc,v,1.095344046,f,474,t,t,39094,0
d,62,1.045678403,u,p,cc,t,0.1836068125,f,748,f,f,77796,1
d,59,6.364302495,u,g,cc,t,0.5401287707,t,653,f,f,30589,0
b,56,7.064757265,y,p,cc,t,1.694303247,t,798,t,f,77221,0
c,31,0.3158614483,y,g,cc,v,4.012928398,f,440,t,f,144855,1
a,48,9.362122462,y,p,cc,t,2.860243217,f,392,t,f,21657,0
c,22,0.5197128365,u,g,no_cc,v,2.56333863,f,538,t,f,118300,1
c,52,5.412963353,y,p,cc,v,1.467444116,t,504,t,t,137229,0
c,40,7.090605195,u,p,cc,v,4.658768597,t,732,t,t,59531,0
d,46,8.709691237,u,p,cc,v,1.985075206,t,544,t,f,72227,0
a,60,7.140869321,y,p,cc,v,0.435463834,f,616,t,t,23164,0
c,28,8.017280831,u,p,cc,t,3.085332581,t,594,t,f,113078,0
a,35,3.394501925,u,p,no_cc,v,0.5691919674,f,581,t,t,103973,1
c,64,8.148251137,u,p,cc,t,1.726115714,f,316,t,f,61247,0
d,29,0.8011484638,y,g,cc,t,2.537059694,f,370,t,f,124041,1
d,26,8.948166561,y,p,cc,v,4.371112623,f,568,f,f,39601,0
c,27,5.475923762,u,p,no_cc,v,2.467732902,t,624,t,f,113966,1
a,61,8.1729777,y,g,no_cc,t,3.51129383,t,604,f,t,70599,0
c,34,4.523182845,y,p,no_cc,t,4.964084195,t,750,f,f,91545,1
a,55,6.435776952,y,p,cc,t,0.6574455995,t,306,f,t,135295,0
c,24,5.264026609,u,p,cc,t,1.373657628,f,613,t,f,24552,1
d,63,7.315895218,y,p,no_cc,t,1.972880378,f,402,t,t,136452,0
a,30,0.8162998203,y,p,cc,v,2.109140893,f,492,f,f,29417,0
b,57,0.6035208399,y,g,no_cc,t,2.055105376,t,828,t,f,78579,0
b,59,2.47103234,u,g,cc,v,4.538055013,f,470,t,t,127525,1
a,26,1.595446801,y,g,no_cc,v,3.570163222,f,836,f,f,88207,1
b,67,8.717835666,u,p,no_cc,v,3.03952607,t,550,f,f,92055,0
c,44,2.192139874,u,g,no_cc,v,1.546863589,f,686,t,t,122266,1
c,19,9.758652558,u,p,cc,t,4.118951921,t,506,f,f,98270,0
b,22,3.368957918,y,p,no_cc,v,4.775302557,t,840,f,f,131426,1
b,46,1.821179157,u,p,no_cc,v,4.105991413,f,715,f,t,137865,1
b,54,7.896985071,u,g,no_cc,v,0.007825525957,t,679,f,f,23722,0
c,55,6.587077755,u,g,cc,v,3.182006851,f,443,f,f,90442,1
c,36,4.981957165,y,p,cc,t,0.2556769072,f,324,f,t,115632,1
b,25,5.553635509,u,g,cc,t,1.288036102,t,372,t,t,60031,0
d,65,7.192017783,y,p,no_cc,v,0.2976235017,f,392,f,f,99235,0
a,62,2.284547413,u,p,cc,v,3.018977265,t,804,t,f,41438,0
a,18,9.963339161,u,g,cc,t,3.432949567,f,635,f,f,78819,0
b,39,9.747931621,y,g,no_cc,v,0.5724381903,t,724,t,f,63856,0
c,69,6.503256863,u,p,cc,v,1.919194415,f,798,t,f,53576,1
d,34,1.995424509,y,g,cc,v,2.281182545,t,663,f,f,61938,0
c,24,6.802282424,u,p,cc,v,1.845265109,f,498,f,t,69028,0
c,42,0.7219840898,u,g,no_cc,v,0.6051250024,f,712,f,t,79807,1
d,62,0.3065250221,y,g,cc,t,2.094738951,t,638,f,f,69877,0
c,21,2.576828885,u,g,no_cc,v,3.755890239,t,728,t,f,117783,1
c,53,4.626229567,y,p,no_cc,t,0.3550383227,f,438,t,t,63461,0
b,23,8.682725054,y,g,cc,t,0.4009000704,t,841,f,f,113474,0
b,48,7.271690698,u,p,cc,t,1.773856459,f,356,t,f,60469,0
a,36,7.427065212,y,p,cc,t,4.708628558,f,531,t,f,103136,0
c,61,4.254933344,y,p,cc,t,3.342863234,f,734,t,t,40435,1
